year,level_1,level_2,value
1967,Total Age Specific Death Rate,45 - 49 Years,6
1967,Total Age Specific Death Rate,50 - 54 Years,10
1967,Total Age Specific Death Rate,55 - 59 Years,16.7
1967,Total Age Specific Death Rate,60 - 64 Years,28.1
1967,Total Age Specific Death Rate,65 - 69 Years,42.4
1967,Total Age Specific Death Rate,70 - 74 Years,na
1967,Total Age Specific Death Rate,75 Years & Over,na
1967,Total Age Specific Death Rate,70 Years & Over,103.9
1967,Total Age Specific Death Rate,75 - 79 Years,na
1967,Total Age Specific Death Rate,80 - 84 Years,na
1967,Total Age Specific Death Rate,85 Years & Over,na
1968,Male Age Specific Death Rate,Under 1 Year,25.5
1968,Male Age Specific Death Rate,1  -  4 Years,1.8
1968,Male Age Specific Death Rate,5  -  9 Years,0.6
1968,Male Age Specific Death Rate,10 - 14 Years,0.6
1968,Male Age Specific Death Rate,15 - 19 Years,0.8
1968,Male Age Specific Death Rate,20 - 24 Years,1.5
1968,Male Age Specific Death Rate,25 - 29 Years,1.6
1968,Male Age Specific Death Rate,30 - 34 Years,1.6
1968,Male Age Specific Death Rate,35 - 39 Years,2.7
1968,Male Age Specific Death Rate,40 - 44 Years,4.6
1968,Male Age Specific Death Rate,45 - 49 Years,7.4
1968,Male Age Specific Death Rate,50 - 54 Years,12.8
1968,Male Age Specific Death Rate,55 - 59 Years,22.6
1968,Male Age Specific Death Rate,60 - 64 Years,37.9
1968,Male Age Specific Death Rate,65 - 69 Years,58.7
1968,Male Age Specific Death Rate,70 - 74 Years,na
1968,Male Age Specific Death Rate,75 Years & Over,na
1968,Male Age Specific Death Rate,70 Years & Over,135.1
1968,Male Age Specific Death Rate,75 - 79 Years,na
1968,Male Age Specific Death Rate,80 - 84 Years,na
1968,Male Age Specific Death Rate,85 Years & Over,na
1968,Female Age Specific Death Rate,Under 1 Year,21
1968,Female Age Specific Death Rate,1  -  4 Years,1.6
1968,Female Age Specific Death Rate,5  -  9 Years,0.5
1968,Female Age Specific Death Rate,10 - 14 Years,0.4
1968,Female Age Specific Death Rate,15 - 19 Years,0.6
1968,Female Age Specific Death Rate,20 - 24 Years,0.7
1968,Female Age Specific Death Rate,25 - 29 Years,0.9
1968,Female Age Specific Death Rate,30 - 34 Years,1.3
1968,Female Age Specific Death Rate,35 - 39 Years,1.7
1968,Female Age Specific Death Rate,40 - 44 Years,3
1968,Female Age Specific Death Rate,45 - 49 Years,4.3
1968,Female Age Specific Death Rate,50 - 54 Years,7.1
1968,Female Age Specific Death Rate,55 - 59 Years,12.6
1968,Female Age Specific Death Rate,60 - 64 Years,17.4
1968,Female Age Specific Death Rate,65 - 69 Years,31.1
1968,Female Age Specific Death Rate,70 - 74 Years,na
1968,Female Age Specific Death Rate,75 Years & Over,na
1968,Female Age Specific Death Rate,70 Years & Over,84.7
1968,Female Age Specific Death Rate,75 - 79 Years,na
1968,Female Age Specific Death Rate,80 - 84 Years,na
1968,Female Age Specific Death Rate,85 Years & Over,na
1968,Total Age Specific Death Rate,Under 1 Year,23.4
1968,Total Age Specific Death Rate,1  -  4 Years,1.7
1968,Total Age Specific Death Rate,5  -  9 Years,0.5
1968,Total Age Specific Death Rate,10 - 14 Years,0.5
1968,Total Age Specific Death Rate,15 - 19 Years,0.7
1968,Total Age Specific Death Rate,20 - 24 Years,1.1
1968,Total Age Specific Death Rate,25 - 29 Years,1.2
1968,Total Age Specific Death Rate,30 - 34 Years,1.4
1968,Total Age Specific Death Rate,35 - 39 Years,2.2
1968,Total Age Specific Death Rate,40 - 44 Years,3.9
1968,Total Age Specific Death Rate,45 - 49 Years,6
1968,Total Age Specific Death Rate,50 - 54 Years,10.2
1968,Total Age Specific Death Rate,55 - 59 Years,18.1
1968,Total Age Specific Death Rate,60 - 64 Years,28.2
1968,Total Age Specific Death Rate,65 - 69 Years,44.8
1968,Total Age Specific Death Rate,70 - 74 Years,na
1968,Total Age Specific Death Rate,75 Years & Over,na
1968,Total Age Specific Death Rate,70 Years & Over,102.6
1968,Total Age Specific Death Rate,75 - 79 Years,na
1968,Total Age Specific Death Rate,80 - 84 Years,na
1968,Total Age Specific Death Rate,85 Years & Over,na
1969,Male Age Specific Death Rate,Under 1 Year,23.3
1969,Male Age Specific Death Rate,1  -  4 Years,1.3
1969,Male Age Specific Death Rate,5  -  9 Years,0.4
1969,Male Age Specific Death Rate,10 - 14 Years,0.6
1969,Male Age Specific Death Rate,15 - 19 Years,1
1969,Male Age Specific Death Rate,20 - 24 Years,1.4
1969,Male Age Specific Death Rate,25 - 29 Years,1.7
1969,Male Age Specific Death Rate,30 - 34 Years,1.2
1969,Male Age Specific Death Rate,35 - 39 Years,2.7
1969,Male Age Specific Death Rate,40 - 44 Years,4.4
1969,Male Age Specific Death Rate,45 - 49 Years,6.7
1969,Male Age Specific Death Rate,50 - 54 Years,12
1969,Male Age Specific Death Rate,55 - 59 Years,19
1969,Male Age Specific Death Rate,60 - 64 Years,32.4
1969,Male Age Specific Death Rate,65 - 69 Years,51.7
1969,Male Age Specific Death Rate,70 - 74 Years,na
1969,Male Age Specific Death Rate,75 Years & Over,na
1969,Male Age Specific Death Rate,70 Years & Over,127.2
1969,Male Age Specific Death Rate,75 - 79 Years,na
1969,Male Age Specific Death Rate,80 - 84 Years,na
1969,Male Age Specific Death Rate,85 Years & Over,na
1969,Female Age Specific Death Rate,Under 1 Year,18.2
1969,Female Age Specific Death Rate,1  -  4 Years,1.2
1969,Female Age Specific Death Rate,5  -  9 Years,0.5
1969,Female Age Specific Death Rate,10 - 14 Years,0.3
1969,Female Age Specific Death Rate,15 - 19 Years,0.5
1969,Female Age Specific Death Rate,20 - 24 Years,0.7
1969,Female Age Specific Death Rate,25 - 29 Years,0.9
1969,Female Age Specific Death Rate,30 - 34 Years,1.2
1969,Female Age Specific Death Rate,35 - 39 Years,1.7
1969,Female Age Specific Death Rate,40 - 44 Years,2.7
1969,Female Age Specific Death Rate,45 - 49 Years,3.9
1969,Female Age Specific Death Rate,50 - 54 Years,6.3
1969,Female Age Specific Death Rate,55 - 59 Years,11.1
1969,Female Age Specific Death Rate,60 - 64 Years,18.3
1969,Female Age Specific Death Rate,65 - 69 Years,28.4
1969,Female Age Specific Death Rate,70 - 74 Years,na
1969,Female Age Specific Death Rate,75 Years & Over,na
1969,Female Age Specific Death Rate,70 Years & Over,79.1
1969,Female Age Specific Death Rate,75 - 79 Years,na
1969,Female Age Specific Death Rate,80 - 84 Years,na
1969,Female Age Specific Death Rate,85 Years & Over,na
1969,Total Age Specific Death Rate,Under 1 Year,20.9
1969,Total Age Specific Death Rate,1  -  4 Years,1.3
1969,Total Age Specific Death Rate,5  -  9 Years,0.5
1969,Total Age Specific Death Rate,10 - 14 Years,0.5
1969,Total Age Specific Death Rate,15 - 19 Years,0.8
1969,Total Age Specific Death Rate,20 - 24 Years,1.1
1969,Total Age Specific Death Rate,25 - 29 Years,1.3
1969,Total Age Specific Death Rate,30 - 34 Years,1.2
1969,Total Age Specific Death Rate,35 - 39 Years,2.2
1969,Total Age Specific Death Rate,40 - 44 Years,3.6
1969,Total Age Specific Death Rate,45 - 49 Years,5.4
1969,Total Age Specific Death Rate,50 - 54 Years,9.4
1969,Total Age Specific Death Rate,55 - 59 Years,15.4
1969,Total Age Specific Death Rate,60 - 64 Years,25.6
1969,Total Age Specific Death Rate,65 - 69 Years,40.3
1969,Total Age Specific Death Rate,70 - 74 Years,na
1969,Total Age Specific Death Rate,75 Years & Over,na
1969,Total Age Specific Death Rate,70 Years & Over,95.5
1969,Total Age Specific Death Rate,75 - 79 Years,na
1969,Total Age Specific Death Rate,80 - 84 Years,na
1969,Total Age Specific Death Rate,85 Years & Over,na
1970,Male Age Specific Death Rate,Under 1 Year,22.2
1970,Male Age Specific Death Rate,1  -  4 Years,1.5
1970,Male Age Specific Death Rate,5  -  9 Years,0.5
1970,Male Age Specific Death Rate,10 - 14 Years,0.5
1970,Male Age Specific Death Rate,15 - 19 Years,1.2
1970,Male Age Specific Death Rate,20 - 24 Years,1.3
1970,Male Age Specific Death Rate,25 - 29 Years,1.3
1970,Male Age Specific Death Rate,30 - 34 Years,1.4
1970,Male Age Specific Death Rate,35 - 39 Years,2.7
1970,Male Age Specific Death Rate,40 - 44 Years,4.1
1970,Male Age Specific Death Rate,45 - 49 Years,7.2
1970,Male Age Specific Death Rate,50 - 54 Years,12.4
1970,Male Age Specific Death Rate,55 - 59 Years,20.3
1970,Male Age Specific Death Rate,60 - 64 Years,33.9
1970,Male Age Specific Death Rate,65 - 69 Years,51.2
1970,Male Age Specific Death Rate,70 - 74 Years,na
1970,Male Age Specific Death Rate,75 Years & Over,na
1970,Male Age Specific Death Rate,70 Years & Over,102.7
1970,Male Age Specific Death Rate,75 - 79 Years,na
1970,Male Age Specific Death Rate,80 - 84 Years,na
1970,Male Age Specific Death Rate,85 Years & Over,na
1970,Female Age Specific Death Rate,Under 1 Year,18.7
1970,Female Age Specific Death Rate,1  -  4 Years,1.3
1970,Female Age Specific Death Rate,5  -  9 Years,0.4
1970,Female Age Specific Death Rate,10 - 14 Years,0.3
1970,Female Age Specific Death Rate,15 - 19 Years,0.4
1970,Female Age Specific Death Rate,20 - 24 Years,0.6
1970,Female Age Specific Death Rate,25 - 29 Years,1.1
1970,Female Age Specific Death Rate,30 - 34 Years,1.3
1970,Female Age Specific Death Rate,35 - 39 Years,1.6
1970,Female Age Specific Death Rate,40 - 44 Years,2.5
1970,Female Age Specific Death Rate,45 - 49 Years,4.4
1970,Female Age Specific Death Rate,50 - 54 Years,6.6
1970,Female Age Specific Death Rate,55 - 59 Years,10.9
1970,Female Age Specific Death Rate,60 - 64 Years,17.3
1970,Female Age Specific Death Rate,65 - 69 Years,28.2
1970,Female Age Specific Death Rate,70 - 74 Years,na
1970,Female Age Specific Death Rate,75 Years & Over,na
1970,Female Age Specific Death Rate,70 Years & Over,74
1970,Female Age Specific Death Rate,75 - 79 Years,na
1970,Female Age Specific Death Rate,80 - 84 Years,na
1970,Female Age Specific Death Rate,85 Years & Over,na
1970,Total Age Specific Death Rate,Under 1 Year,20.5
1970,Total Age Specific Death Rate,1  -  4 Years,1.4
1970,Total Age Specific Death Rate,5  -  9 Years,0.5
1970,Total Age Specific Death Rate,10 - 14 Years,0.4
1970,Total Age Specific Death Rate,15 - 19 Years,0.8
1970,Total Age Specific Death Rate,20 - 24 Years,1
1970,Total Age Specific Death Rate,25 - 29 Years,1.2
1970,Total Age Specific Death Rate,30 - 34 Years,1.3
1970,Total Age Specific Death Rate,35 - 39 Years,2.2
1970,Total Age Specific Death Rate,40 - 44 Years,3.4
1970,Total Age Specific Death Rate,45 - 49 Years,5.9
1970,Total Age Specific Death Rate,50 - 54 Years,9.7
1970,Total Age Specific Death Rate,55 - 59 Years,15.8
1970,Total Age Specific Death Rate,60 - 64 Years,25.8
1970,Total Age Specific Death Rate,65 - 69 Years,39.5
1970,Total Age Specific Death Rate,70 - 74 Years,na
1970,Total Age Specific Death Rate,75 Years & Over,na
1970,Total Age Specific Death Rate,70 Years & Over,85.3
1970,Total Age Specific Death Rate,75 - 79 Years,na
1970,Total Age Specific Death Rate,80 - 84 Years,na
1970,Total Age Specific Death Rate,85 Years & Over,na
1971,Male Age Specific Death Rate,Under 1 Year,22.5
1971,Male Age Specific Death Rate,1  -  4 Years,1.1
1971,Male Age Specific Death Rate,5  -  9 Years,0.4
1971,Male Age Specific Death Rate,10 - 14 Years,0.5
1971,Male Age Specific Death Rate,15 - 19 Years,1.1
1971,Male Age Specific Death Rate,20 - 24 Years,1.5
1971,Male Age Specific Death Rate,25 - 29 Years,1.6
1971,Male Age Specific Death Rate,30 - 34 Years,1.5
1971,Male Age Specific Death Rate,35 - 39 Years,2.7
1971,Male Age Specific Death Rate,40 - 44 Years,4.5
1971,Male Age Specific Death Rate,45 - 49 Years,7.4
1971,Male Age Specific Death Rate,50 - 54 Years,13.2
1971,Male Age Specific Death Rate,55 - 59 Years,19.6
1971,Male Age Specific Death Rate,60 - 64 Years,34.5
1971,Male Age Specific Death Rate,65 - 69 Years,55.5
1971,Male Age Specific Death Rate,70 - 74 Years,na
1971,Male Age Specific Death Rate,75 Years & Over,na
1971,Male Age Specific Death Rate,70 Years & Over,99.1
1971,Male Age Specific Death Rate,75 - 79 Years,na
1971,Male Age Specific Death Rate,80 - 84 Years,na
1971,Male Age Specific Death Rate,85 Years & Over,na
1971,Female Age Specific Death Rate,Under 1 Year,17.6
1971,Female Age Specific Death Rate,1  -  4 Years,1.1
1971,Female Age Specific Death Rate,5  -  9 Years,0.5
1971,Female Age Specific Death Rate,10 - 14 Years,0.3
1971,Female Age Specific Death Rate,15 - 19 Years,0.6
1971,Female Age Specific Death Rate,20 - 24 Years,0.8
1971,Female Age Specific Death Rate,25 - 29 Years,0.9
1971,Female Age Specific Death Rate,30 - 34 Years,1.1
1971,Female Age Specific Death Rate,35 - 39 Years,1.8
1971,Female Age Specific Death Rate,40 - 44 Years,3.1
1971,Female Age Specific Death Rate,45 - 49 Years,4.1
1971,Female Age Specific Death Rate,50 - 54 Years,6.8
1971,Female Age Specific Death Rate,55 - 59 Years,11.5
1971,Female Age Specific Death Rate,60 - 64 Years,18.2
1971,Female Age Specific Death Rate,65 - 69 Years,28.1
1971,Female Age Specific Death Rate,70 - 74 Years,na
1971,Female Age Specific Death Rate,75 Years & Over,na
1971,Female Age Specific Death Rate,70 Years & Over,71.7
1971,Female Age Specific Death Rate,75 - 79 Years,na
1971,Female Age Specific Death Rate,80 - 84 Years,na
1971,Female Age Specific Death Rate,85 Years & Over,na
1971,Total Age Specific Death Rate,Under 1 Year,20.1
1971,Total Age Specific Death Rate,1  -  4 Years,1.1
1971,Total Age Specific Death Rate,5  -  9 Years,0.5
1971,Total Age Specific Death Rate,10 - 14 Years,0.4
1971,Total Age Specific Death Rate,15 - 19 Years,0.9
1971,Total Age Specific Death Rate,20 - 24 Years,1.1
1971,Total Age Specific Death Rate,25 - 29 Years,1.2
1971,Total Age Specific Death Rate,30 - 34 Years,1.3
1971,Total Age Specific Death Rate,35 - 39 Years,2.2
1971,Total Age Specific Death Rate,40 - 44 Years,3.8
1971,Total Age Specific Death Rate,45 - 49 Years,5.9
1971,Total Age Specific Death Rate,50 - 54 Years,10.2
1971,Total Age Specific Death Rate,55 - 59 Years,15.7
1971,Total Age Specific Death Rate,60 - 64 Years,26.5
1971,Total Age Specific Death Rate,65 - 69 Years,41.5
1971,Total Age Specific Death Rate,70 - 74 Years,na
1971,Total Age Specific Death Rate,75 Years & Over,na
1971,Total Age Specific Death Rate,70 Years & Over,83.1
1971,Total Age Specific Death Rate,75 - 79 Years,na
1971,Total Age Specific Death Rate,80 - 84 Years,na
1971,Total Age Specific Death Rate,85 Years & Over,na
1972,Male Age Specific Death Rate,Under 1 Year,22.6
1972,Male Age Specific Death Rate,1  -  4 Years,1
1972,Male Age Specific Death Rate,5  -  9 Years,0.5
1972,Male Age Specific Death Rate,10 - 14 Years,0.6
1972,Male Age Specific Death Rate,15 - 19 Years,1.2
1972,Male Age Specific Death Rate,20 - 24 Years,1.5
1972,Male Age Specific Death Rate,25 - 29 Years,1.5
1972,Male Age Specific Death Rate,30 - 34 Years,1.4
1972,Male Age Specific Death Rate,35 - 39 Years,2.3
1972,Male Age Specific Death Rate,40 - 44 Years,4
1972,Male Age Specific Death Rate,45 - 49 Years,7.3
1972,Male Age Specific Death Rate,50 - 54 Years,12.3
1972,Male Age Specific Death Rate,55 - 59 Years,19.5
1972,Male Age Specific Death Rate,60 - 64 Years,33.3
1972,Male Age Specific Death Rate,65 - 69 Years,52.8
1972,Male Age Specific Death Rate,70 - 74 Years,na
1972,Male Age Specific Death Rate,75 Years & Over,na
1972,Male Age Specific Death Rate,70 Years & Over,94.4
1972,Male Age Specific Death Rate,75 - 79 Years,na
1972,Male Age Specific Death Rate,80 - 84 Years,na
1972,Male Age Specific Death Rate,85 Years & Over,na
1972,Female Age Specific Death Rate,Under 1 Year,15.6
1972,Female Age Specific Death Rate,1  -  4 Years,1.2
1972,Female Age Specific Death Rate,5  -  9 Years,0.3
1972,Female Age Specific Death Rate,10 - 14 Years,0.3
1972,Female Age Specific Death Rate,15 - 19 Years,0.5
1972,Female Age Specific Death Rate,20 - 24 Years,0.7
1972,Female Age Specific Death Rate,25 - 29 Years,0.7
1972,Female Age Specific Death Rate,30 - 34 Years,1.2
1972,Female Age Specific Death Rate,35 - 39 Years,1.4
1972,Female Age Specific Death Rate,40 - 44 Years,2.5
1972,Female Age Specific Death Rate,45 - 49 Years,4.2
1972,Female Age Specific Death Rate,50 - 54 Years,7.4
1972,Female Age Specific Death Rate,55 - 59 Years,10.7
1972,Female Age Specific Death Rate,60 - 64 Years,18.5
1972,Female Age Specific Death Rate,65 - 69 Years,28
1972,Female Age Specific Death Rate,70 - 74 Years,na
1972,Female Age Specific Death Rate,75 Years & Over,na
1972,Female Age Specific Death Rate,70 Years & Over,71.7
1972,Female Age Specific Death Rate,75 - 79 Years,na
1972,Female Age Specific Death Rate,80 - 84 Years,na
1972,Female Age Specific Death Rate,85 Years & Over,na
1972,Total Age Specific Death Rate,Under 1 Year,19.2
1972,Total Age Specific Death Rate,1  -  4 Years,1.1
1972,Total Age Specific Death Rate,5  -  9 Years,0.4
1972,Total Age Specific Death Rate,10 - 14 Years,0.4
1972,Total Age Specific Death Rate,15 - 19 Years,0.9
1972,Total Age Specific Death Rate,20 - 24 Years,1.1
1972,Total Age Specific Death Rate,25 - 29 Years,1.1
1972,Total Age Specific Death Rate,30 - 34 Years,1.3
1972,Total Age Specific Death Rate,35 - 39 Years,1.9
1972,Total Age Specific Death Rate,40 - 44 Years,3.3
1972,Total Age Specific Death Rate,45 - 49 Years,5.9
1972,Total Age Specific Death Rate,50 - 54 Years,10
1972,Total Age Specific Death Rate,55 - 59 Years,15.2
1972,Total Age Specific Death Rate,60 - 64 Years,26.1
1972,Total Age Specific Death Rate,65 - 69 Years,40.2
1972,Total Age Specific Death Rate,70 - 74 Years,na
1972,Total Age Specific Death Rate,75 Years & Over,na
1972,Total Age Specific Death Rate,70 Years & Over,81
1972,Total Age Specific Death Rate,75 - 79 Years,na
1972,Total Age Specific Death Rate,80 - 84 Years,na
1972,Total Age Specific Death Rate,85 Years & Over,na
1973,Male Age Specific Death Rate,Under 1 Year,23.7
1973,Male Age Specific Death Rate,1  -  4 Years,1.3
1973,Male Age Specific Death Rate,5  -  9 Years,0.7
1973,Male Age Specific Death Rate,10 - 14 Years,0.7
1973,Male Age Specific Death Rate,15 - 19 Years,1
1973,Male Age Specific Death Rate,20 - 24 Years,1.5
1973,Male Age Specific Death Rate,25 - 29 Years,1.5
1973,Male Age Specific Death Rate,30 - 34 Years,1.5
1973,Male Age Specific Death Rate,35 - 39 Years,2.3
1973,Male Age Specific Death Rate,40 - 44 Years,4.4
1973,Male Age Specific Death Rate,45 - 49 Years,7
1973,Male Age Specific Death Rate,50 - 54 Years,12.3
