year,level_1,level_2,value
1990,Female Age Specific Death Rate,60 - 64 Years,10.9
1990,Female Age Specific Death Rate,65 - 69 Years,18.6
1990,Female Age Specific Death Rate,70 - 74 Years,31.3
1990,Female Age Specific Death Rate,75 Years & Over,71.8
1990,Female Age Specific Death Rate,70 Years & Over,55.2
1990,Female Age Specific Death Rate,75 - 79 Years,47.8
1990,Female Age Specific Death Rate,80 - 84 Years,78.6
1990,Female Age Specific Death Rate,85 Years & Over,129.4
1990,Total Age Specific Death Rate,Under 1 Year,6.6
1990,Total Age Specific Death Rate,1  -  4 Years,0.3
1990,Total Age Specific Death Rate,5  -  9 Years,0.2
1990,Total Age Specific Death Rate,10 - 14 Years,0.2
1990,Total Age Specific Death Rate,15 - 19 Years,0.3
1990,Total Age Specific Death Rate,20 - 24 Years,0.6
1990,Total Age Specific Death Rate,25 - 29 Years,0.6
1990,Total Age Specific Death Rate,30 - 34 Years,0.8
1990,Total Age Specific Death Rate,35 - 39 Years,1.2
1990,Total Age Specific Death Rate,40 - 44 Years,1.8
1990,Total Age Specific Death Rate,45 - 49 Years,3.2
1990,Total Age Specific Death Rate,50 - 54 Years,5.5
1990,Total Age Specific Death Rate,55 - 59 Years,9.7
1990,Total Age Specific Death Rate,60 - 64 Years,15.8
1990,Total Age Specific Death Rate,65 - 69 Years,24.2
1990,Total Age Specific Death Rate,70 - 74 Years,38.4
1990,Total Age Specific Death Rate,75 Years & Over,77.5
1990,Total Age Specific Death Rate,70 Years & Over,60.7
1990,Total Age Specific Death Rate,75 - 79 Years,56.2
1990,Total Age Specific Death Rate,80 - 84 Years,86
1990,Total Age Specific Death Rate,85 Years & Over,133.6
1991,Male Age Specific Death Rate,Under 1 Year,5.8
1991,Male Age Specific Death Rate,1  -  4 Years,0.3
1991,Male Age Specific Death Rate,5  -  9 Years,0.2
1991,Male Age Specific Death Rate,10 - 14 Years,0.2
1991,Male Age Specific Death Rate,15 - 19 Years,0.5
1991,Male Age Specific Death Rate,20 - 24 Years,0.7
1991,Male Age Specific Death Rate,25 - 29 Years,0.8
1991,Male Age Specific Death Rate,30 - 34 Years,0.9
1991,Male Age Specific Death Rate,35 - 39 Years,1.2
1991,Male Age Specific Death Rate,40 - 44 Years,1.9
1991,Male Age Specific Death Rate,45 - 49 Years,3.4
1991,Male Age Specific Death Rate,50 - 54 Years,6.7
1991,Male Age Specific Death Rate,55 - 59 Years,12.5
1991,Male Age Specific Death Rate,60 - 64 Years,20.6
1991,Male Age Specific Death Rate,65 - 69 Years,30.2
1991,Male Age Specific Death Rate,70 - 74 Years,45.9
1991,Male Age Specific Death Rate,75 Years & Over,87.8
1991,Male Age Specific Death Rate,70 Years & Over,68.7
1991,Male Age Specific Death Rate,75 - 79 Years,67.6
1991,Male Age Specific Death Rate,80 - 84 Years,103.1
1991,Male Age Specific Death Rate,85 Years & Over,135.1
1991,Female Age Specific Death Rate,Under 1 Year,4.8
1991,Female Age Specific Death Rate,1  -  4 Years,0.3
1991,Female Age Specific Death Rate,5  -  9 Years,0.2
1991,Female Age Specific Death Rate,10 - 14 Years,0.3
1991,Female Age Specific Death Rate,15 - 19 Years,0.3
1991,Female Age Specific Death Rate,20 - 24 Years,0.4
1991,Female Age Specific Death Rate,25 - 29 Years,0.4
1991,Female Age Specific Death Rate,30 - 34 Years,0.5
1991,Female Age Specific Death Rate,35 - 39 Years,0.7
1991,Female Age Specific Death Rate,40 - 44 Years,1.4
1991,Female Age Specific Death Rate,45 - 49 Years,1.9
1991,Female Age Specific Death Rate,50 - 54 Years,3.7
1991,Female Age Specific Death Rate,55 - 59 Years,6.6
1991,Female Age Specific Death Rate,60 - 64 Years,11
1991,Female Age Specific Death Rate,65 - 69 Years,18
1991,Female Age Specific Death Rate,70 - 74 Years,31.7
1991,Female Age Specific Death Rate,75 Years & Over,68.6
1991,Female Age Specific Death Rate,70 Years & Over,53.7
1991,Female Age Specific Death Rate,75 - 79 Years,46.1
1991,Female Age Specific Death Rate,80 - 84 Years,71
1991,Female Age Specific Death Rate,85 Years & Over,125.2
1991,Total Age Specific Death Rate,Under 1 Year,5.4
1991,Total Age Specific Death Rate,1  -  4 Years,0.3
1991,Total Age Specific Death Rate,5  -  9 Years,0.2
1991,Total Age Specific Death Rate,10 - 14 Years,0.2
1991,Total Age Specific Death Rate,15 - 19 Years,0.4
1991,Total Age Specific Death Rate,20 - 24 Years,0.6
1991,Total Age Specific Death Rate,25 - 29 Years,0.6
1991,Total Age Specific Death Rate,30 - 34 Years,0.7
1991,Total Age Specific Death Rate,35 - 39 Years,1
1991,Total Age Specific Death Rate,40 - 44 Years,1.7
1991,Total Age Specific Death Rate,45 - 49 Years,2.7
1991,Total Age Specific Death Rate,50 - 54 Years,5.2
1991,Total Age Specific Death Rate,55 - 59 Years,9.5
1991,Total Age Specific Death Rate,60 - 64 Years,15.8
1991,Total Age Specific Death Rate,65 - 69 Years,24
1991,Total Age Specific Death Rate,70 - 74 Years,38.2
1991,Total Age Specific Death Rate,75 Years & Over,76.4
1991,Total Age Specific Death Rate,70 Years & Over,60.1
1991,Total Age Specific Death Rate,75 - 79 Years,55.3
1991,Total Age Specific Death Rate,80 - 84 Years,84
1991,Total Age Specific Death Rate,85 Years & Over,128.5
1992,Male Age Specific Death Rate,Under 1 Year,5.2
1992,Male Age Specific Death Rate,1  -  4 Years,0.3
1992,Male Age Specific Death Rate,5  -  9 Years,0.3
1992,Male Age Specific Death Rate,10 - 14 Years,0.4
1992,Male Age Specific Death Rate,15 - 19 Years,0.5
1992,Male Age Specific Death Rate,20 - 24 Years,0.8
1992,Male Age Specific Death Rate,25 - 29 Years,0.8
1992,Male Age Specific Death Rate,30 - 34 Years,0.9
1992,Male Age Specific Death Rate,35 - 39 Years,1.2
1992,Male Age Specific Death Rate,40 - 44 Years,2.1
1992,Male Age Specific Death Rate,45 - 49 Years,3.7
1992,Male Age Specific Death Rate,50 - 54 Years,6.1
1992,Male Age Specific Death Rate,55 - 59 Years,10.9
1992,Male Age Specific Death Rate,60 - 64 Years,20.3
1992,Male Age Specific Death Rate,65 - 69 Years,31
1992,Male Age Specific Death Rate,70 - 74 Years,46.8
1992,Male Age Specific Death Rate,75 Years & Over,89.4
1992,Male Age Specific Death Rate,70 Years & Over,70
1992,Male Age Specific Death Rate,75 - 79 Years,68.8
1992,Male Age Specific Death Rate,80 - 84 Years,97.6
1992,Male Age Specific Death Rate,85 Years & Over,147.1
1992,Female Age Specific Death Rate,Under 1 Year,4.4
1992,Female Age Specific Death Rate,1  -  4 Years,0.3
1992,Female Age Specific Death Rate,5  -  9 Years,0.1
1992,Female Age Specific Death Rate,10 - 14 Years,0.2
1992,Female Age Specific Death Rate,15 - 19 Years,0.3
1992,Female Age Specific Death Rate,20 - 24 Years,0.3
1992,Female Age Specific Death Rate,25 - 29 Years,0.4
1992,Female Age Specific Death Rate,30 - 34 Years,0.6
1992,Female Age Specific Death Rate,35 - 39 Years,0.7
1992,Female Age Specific Death Rate,40 - 44 Years,1.3
1992,Female Age Specific Death Rate,45 - 49 Years,2.2
1992,Female Age Specific Death Rate,50 - 54 Years,3.9
1992,Female Age Specific Death Rate,55 - 59 Years,6.4
1992,Female Age Specific Death Rate,60 - 64 Years,10.6
1992,Female Age Specific Death Rate,65 - 69 Years,17.8
1992,Female Age Specific Death Rate,70 - 74 Years,28
1992,Female Age Specific Death Rate,75 Years & Over,71.1
1992,Female Age Specific Death Rate,70 Years & Over,54
1992,Female Age Specific Death Rate,75 - 79 Years,48.1
1992,Female Age Specific Death Rate,80 - 84 Years,72.9
1992,Female Age Specific Death Rate,85 Years & Over,127
1992,Total Age Specific Death Rate,Under 1 Year,4.8
1992,Total Age Specific Death Rate,1  -  4 Years,0.3
1992,Total Age Specific Death Rate,5  -  9 Years,0.2
1992,Total Age Specific Death Rate,10 - 14 Years,0.3
1992,Total Age Specific Death Rate,15 - 19 Years,0.4
1992,Total Age Specific Death Rate,20 - 24 Years,0.6
1992,Total Age Specific Death Rate,25 - 29 Years,0.6
1992,Total Age Specific Death Rate,30 - 34 Years,0.7
1992,Total Age Specific Death Rate,35 - 39 Years,1
1992,Total Age Specific Death Rate,40 - 44 Years,1.7
1992,Total Age Specific Death Rate,45 - 49 Years,3
1992,Total Age Specific Death Rate,50 - 54 Years,5
1992,Total Age Specific Death Rate,55 - 59 Years,8.6
1992,Total Age Specific Death Rate,60 - 64 Years,15.4
1992,Total Age Specific Death Rate,65 - 69 Years,24.3
1992,Total Age Specific Death Rate,70 - 74 Years,36.7
1992,Total Age Specific Death Rate,75 Years & Over,78.5
1992,Total Age Specific Death Rate,70 Years & Over,60.9
1992,Total Age Specific Death Rate,75 - 79 Years,56.9
1992,Total Age Specific Death Rate,80 - 84 Years,82.9
1992,Total Age Specific Death Rate,85 Years & Over,133.9
1993,Male Age Specific Death Rate,Under 1 Year,5
1993,Male Age Specific Death Rate,1  -  4 Years,0.3
1993,Male Age Specific Death Rate,5  -  9 Years,0.1
1993,Male Age Specific Death Rate,10 - 14 Years,0.3
1993,Male Age Specific Death Rate,15 - 19 Years,0.5
1993,Male Age Specific Death Rate,20 - 24 Years,0.8
1993,Male Age Specific Death Rate,25 - 29 Years,0.6
1993,Male Age Specific Death Rate,30 - 34 Years,0.7
1993,Male Age Specific Death Rate,35 - 39 Years,1
1993,Male Age Specific Death Rate,40 - 44 Years,2
1993,Male Age Specific Death Rate,45 - 49 Years,3.4
1993,Male Age Specific Death Rate,50 - 54 Years,6.1
1993,Male Age Specific Death Rate,55 - 59 Years,10.5
1993,Male Age Specific Death Rate,60 - 64 Years,18.4
1993,Male Age Specific Death Rate,65 - 69 Years,29.2
1993,Male Age Specific Death Rate,70 - 74 Years,44.9
1993,Male Age Specific Death Rate,75 Years & Over,87
1993,Male Age Specific Death Rate,70 Years & Over,68
1993,Male Age Specific Death Rate,75 - 79 Years,70
1993,Male Age Specific Death Rate,80 - 84 Years,89.9
1993,Male Age Specific Death Rate,85 Years & Over,137.5
1993,Female Age Specific Death Rate,Under 1 Year,4.3
1993,Female Age Specific Death Rate,1  -  4 Years,0.3
1993,Female Age Specific Death Rate,5  -  9 Years,0.2
1993,Female Age Specific Death Rate,10 - 14 Years,0.2
1993,Female Age Specific Death Rate,15 - 19 Years,0.2
1993,Female Age Specific Death Rate,20 - 24 Years,0.3
1993,Female Age Specific Death Rate,25 - 29 Years,0.3
1993,Female Age Specific Death Rate,30 - 34 Years,0.5
1993,Female Age Specific Death Rate,35 - 39 Years,0.8
1993,Female Age Specific Death Rate,40 - 44 Years,1.3
1993,Female Age Specific Death Rate,45 - 49 Years,1.9
1993,Female Age Specific Death Rate,50 - 54 Years,3.9
1993,Female Age Specific Death Rate,55 - 59 Years,6.7
1993,Female Age Specific Death Rate,60 - 64 Years,10.2
1993,Female Age Specific Death Rate,65 - 69 Years,17.5
1993,Female Age Specific Death Rate,70 - 74 Years,29.7
1993,Female Age Specific Death Rate,75 Years & Over,72.5
1993,Female Age Specific Death Rate,70 Years & Over,55.6
1993,Female Age Specific Death Rate,75 - 79 Years,50.6
1993,Female Age Specific Death Rate,80 - 84 Years,69.2
1993,Female Age Specific Death Rate,85 Years & Over,129.4
1993,Total Age Specific Death Rate,Under 1 Year,4.7
1993,Total Age Specific Death Rate,1  -  4 Years,0.3
1993,Total Age Specific Death Rate,5  -  9 Years,0.2
1993,Total Age Specific Death Rate,10 - 14 Years,0.2
1993,Total Age Specific Death Rate,15 - 19 Years,0.4
1993,Total Age Specific Death Rate,20 - 24 Years,0.5
1993,Total Age Specific Death Rate,25 - 29 Years,0.5
1993,Total Age Specific Death Rate,30 - 34 Years,0.6
1993,Total Age Specific Death Rate,35 - 39 Years,0.9
1993,Total Age Specific Death Rate,40 - 44 Years,1.7
1993,Total Age Specific Death Rate,45 - 49 Years,2.7
1993,Total Age Specific Death Rate,50 - 54 Years,5
1993,Total Age Specific Death Rate,55 - 59 Years,8.6
1993,Total Age Specific Death Rate,60 - 64 Years,14.2
1993,Total Age Specific Death Rate,65 - 69 Years,23.2
1993,Total Age Specific Death Rate,70 - 74 Years,36.7
1993,Total Age Specific Death Rate,75 Years & Over,78.4
1993,Total Age Specific Death Rate,70 Years & Over,60.9
1993,Total Age Specific Death Rate,75 - 79 Years,58.9
1993,Total Age Specific Death Rate,80 - 84 Years,77.5
1993,Total Age Specific Death Rate,85 Years & Over,132.2
1994,Male Age Specific Death Rate,Under 1 Year,4.3
1994,Male Age Specific Death Rate,1  -  4 Years,0.4
1994,Male Age Specific Death Rate,5  -  9 Years,0.2
1994,Male Age Specific Death Rate,10 - 14 Years,0.3
1994,Male Age Specific Death Rate,15 - 19 Years,0.5
1994,Male Age Specific Death Rate,20 - 24 Years,0.7
1994,Male Age Specific Death Rate,25 - 29 Years,0.7
1994,Male Age Specific Death Rate,30 - 34 Years,0.8
1994,Male Age Specific Death Rate,35 - 39 Years,1.3
1994,Male Age Specific Death Rate,40 - 44 Years,2
1994,Male Age Specific Death Rate,45 - 49 Years,3.2
1994,Male Age Specific Death Rate,50 - 54 Years,6
1994,Male Age Specific Death Rate,55 - 59 Years,10.5
1994,Male Age Specific Death Rate,60 - 64 Years,17.9
1994,Male Age Specific Death Rate,65 - 69 Years,30.7
1994,Male Age Specific Death Rate,70 - 74 Years,45.4
1994,Male Age Specific Death Rate,75 Years & Over,91.2
1994,Male Age Specific Death Rate,70 Years & Over,70.4
1994,Male Age Specific Death Rate,75 - 79 Years,70
1994,Male Age Specific Death Rate,80 - 84 Years,100.6
1994,Male Age Specific Death Rate,85 Years & Over,139.6
1994,Female Age Specific Death Rate,Under 1 Year,4
1994,Female Age Specific Death Rate,1  -  4 Years,0.3
1994,Female Age Specific Death Rate,5  -  9 Years,0.1
1994,Female Age Specific Death Rate,10 - 14 Years,0.2
1994,Female Age Specific Death Rate,15 - 19 Years,0.3
1994,Female Age Specific Death Rate,20 - 24 Years,0.3
1994,Female Age Specific Death Rate,25 - 29 Years,0.3
1994,Female Age Specific Death Rate,30 - 34 Years,0.4
1994,Female Age Specific Death Rate,35 - 39 Years,0.8
1994,Female Age Specific Death Rate,40 - 44 Years,1.1
1994,Female Age Specific Death Rate,45 - 49 Years,2.1
1994,Female Age Specific Death Rate,50 - 54 Years,3.7
1994,Female Age Specific Death Rate,55 - 59 Years,6.6
1994,Female Age Specific Death Rate,60 - 64 Years,10.6
1994,Female Age Specific Death Rate,65 - 69 Years,17
1994,Female Age Specific Death Rate,70 - 74 Years,31.7
1994,Female Age Specific Death Rate,75 Years & Over,69.6
1994,Female Age Specific Death Rate,70 Years & Over,54.7
1994,Female Age Specific Death Rate,75 - 79 Years,47.1
1994,Female Age Specific Death Rate,80 - 84 Years,71
1994,Female Age Specific Death Rate,85 Years & Over,118.1
1994,Total Age Specific Death Rate,Under 1 Year,4.1
1994,Total Age Specific Death Rate,1  -  4 Years,0.3
1994,Total Age Specific Death Rate,5  -  9 Years,0.1
1994,Total Age Specific Death Rate,10 - 14 Years,0.2
1994,Total Age Specific Death Rate,15 - 19 Years,0.4
1994,Total Age Specific Death Rate,20 - 24 Years,0.5
1994,Total Age Specific Death Rate,25 - 29 Years,0.5
1994,Total Age Specific Death Rate,30 - 34 Years,0.6
1994,Total Age Specific Death Rate,35 - 39 Years,1.1
1994,Total Age Specific Death Rate,40 - 44 Years,1.6
1994,Total Age Specific Death Rate,45 - 49 Years,2.6
1994,Total Age Specific Death Rate,50 - 54 Years,4.8
1994,Total Age Specific Death Rate,55 - 59 Years,8.5
1994,Total Age Specific Death Rate,60 - 64 Years,14.2
1994,Total Age Specific Death Rate,65 - 69 Years,23.6
1994,Total Age Specific Death Rate,70 - 74 Years,38.1
1994,Total Age Specific Death Rate,75 Years & Over,78.4
1994,Total Age Specific Death Rate,70 Years & Over,61.4
1994,Total Age Specific Death Rate,75 - 79 Years,56.9
1994,Total Age Specific Death Rate,80 - 84 Years,82.9
1994,Total Age Specific Death Rate,85 Years & Over,125.7
1995,Male Age Specific Death Rate,Under 1 Year,4.3
1995,Male Age Specific Death Rate,1  -  4 Years,0.4
1995,Male Age Specific Death Rate,5  -  9 Years,0.2
1995,Male Age Specific Death Rate,10 - 14 Years,0.3
1995,Male Age Specific Death Rate,15 - 19 Years,0.5
1995,Male Age Specific Death Rate,20 - 24 Years,0.7
1995,Male Age Specific Death Rate,25 - 29 Years,0.6
1995,Male Age Specific Death Rate,30 - 34 Years,0.8
1995,Male Age Specific Death Rate,35 - 39 Years,1.3
1995,Male Age Specific Death Rate,40 - 44 Years,1.8
1995,Male Age Specific Death Rate,45 - 49 Years,3.6
1995,Male Age Specific Death Rate,50 - 54 Years,5.8
1995,Male Age Specific Death Rate,55 - 59 Years,10.7
1995,Male Age Specific Death Rate,60 - 64 Years,18
1995,Male Age Specific Death Rate,65 - 69 Years,29.6
1995,Male Age Specific Death Rate,70 - 74 Years,46.6
1995,Male Age Specific Death Rate,75 Years & Over,97.3
1995,Male Age Specific Death Rate,70 Years & Over,74.1
1995,Male Age Specific Death Rate,75 - 79 Years,74.2
1995,Male Age Specific Death Rate,80 - 84 Years,105.2
1995,Male Age Specific Death Rate,85 Years & Over,151.4
1995,Female Age Specific Death Rate,Under 1 Year,3.2
1995,Female Age Specific Death Rate,1  -  4 Years,0.2
1995,Female Age Specific Death Rate,5  -  9 Years,0.2
1995,Female Age Specific Death Rate,10 - 14 Years,0.2
1995,Female Age Specific Death Rate,15 - 19 Years,0.2
1995,Female Age Specific Death Rate,20 - 24 Years,0.3
1995,Female Age Specific Death Rate,25 - 29 Years,0.3
1995,Female Age Specific Death Rate,30 - 34 Years,0.5
1995,Female Age Specific Death Rate,35 - 39 Years,0.8
1995,Female Age Specific Death Rate,40 - 44 Years,1.2
1995,Female Age Specific Death Rate,45 - 49 Years,2
1995,Female Age Specific Death Rate,50 - 54 Years,3.5
1995,Female Age Specific Death Rate,55 - 59 Years,6.2
1995,Female Age Specific Death Rate,60 - 64 Years,9.8
1995,Female Age Specific Death Rate,65 - 69 Years,16.7
1995,Female Age Specific Death Rate,70 - 74 Years,30.4
1995,Female Age Specific Death Rate,75 Years & Over,72.9
1995,Female Age Specific Death Rate,70 Years & Over,56.3
1995,Female Age Specific Death Rate,75 - 79 Years,47.7
1995,Female Age Specific Death Rate,80 - 84 Years,68
1995,Female Age Specific Death Rate,85 Years & Over,133.8
1995,Total Age Specific Death Rate,Under 1 Year,3.8
1995,Total Age Specific Death Rate,1  -  4 Years,0.3
1995,Total Age Specific Death Rate,5  -  9 Years,0.2
1995,Total Age Specific Death Rate,10 - 14 Years,0.2
1995,Total Age Specific Death Rate,15 - 19 Years,0.4
1995,Total Age Specific Death Rate,20 - 24 Years,0.5
1995,Total Age Specific Death Rate,25 - 29 Years,0.4
1995,Total Age Specific Death Rate,30 - 34 Years,0.7
1995,Total Age Specific Death Rate,35 - 39 Years,1
1995,Total Age Specific Death Rate,40 - 44 Years,1.5
1995,Total Age Specific Death Rate,45 - 49 Years,2.8
1995,Total Age Specific Death Rate,50 - 54 Years,4.6
1995,Total Age Specific Death Rate,55 - 59 Years,8.4
1995,Total Age Specific Death Rate,60 - 64 Years,13.8
1995,Total Age Specific Death Rate,65 - 69 Years,22.9
1995,Total Age Specific Death Rate,70 - 74 Years,38
1995,Total Age Specific Death Rate,75 Years & Over,82.7
1995,Total Age Specific Death Rate,70 Years & Over,64
1995,Total Age Specific Death Rate,75 - 79 Years,59
1995,Total Age Specific Death Rate,80 - 84 Years,82.8
1995,Total Age Specific Death Rate,85 Years & Over,140
1996,Male Age Specific Death Rate,Under 1 Year,3.5
1996,Male Age Specific Death Rate,1  -  4 Years,0.4
1996,Male Age Specific Death Rate,5  -  9 Years,0.2
1996,Male Age Specific Death Rate,10 - 14 Years,0.3
1996,Male Age Specific Death Rate,15 - 19 Years,0.5
1996,Male Age Specific Death Rate,20 - 24 Years,0.7
1996,Male Age Specific Death Rate,25 - 29 Years,0.7
1996,Male Age Specific Death Rate,30 - 34 Years,0.8
1996,Male Age Specific Death Rate,35 - 39 Years,1.2
1996,Male Age Specific Death Rate,40 - 44 Years,2
1996,Male Age Specific Death Rate,45 - 49 Years,3.1
1996,Male Age Specific Death Rate,50 - 54 Years,5.9
1996,Male Age Specific Death Rate,55 - 59 Years,9.7
1996,Male Age Specific Death Rate,60 - 64 Years,17.9
1996,Male Age Specific Death Rate,65 - 69 Years,28.1
1996,Male Age Specific Death Rate,70 - 74 Years,43.1
1996,Male Age Specific Death Rate,75 Years & Over,93.8
1996,Male Age Specific Death Rate,70 Years & Over,70.2
1996,Male Age Specific Death Rate,75 - 79 Years,71.1
1996,Male Age Specific Death Rate,80 - 84 Years,104
1996,Male Age Specific Death Rate,85 Years & Over,141
1996,Female Age Specific Death Rate,Under 1 Year,3.5
1996,Female Age Specific Death Rate,1  -  4 Years,0.2
1996,Female Age Specific Death Rate,5  -  9 Years,0.1
1996,Female Age Specific Death Rate,10 - 14 Years,0.2
1996,Female Age Specific Death Rate,15 - 19 Years,0.3
1996,Female Age Specific Death Rate,20 - 24 Years,0.3
1996,Female Age Specific Death Rate,25 - 29 Years,0.4
1996,Female Age Specific Death Rate,30 - 34 Years,0.5
1996,Female Age Specific Death Rate,35 - 39 Years,0.7
1996,Female Age Specific Death Rate,40 - 44 Years,1.1
1996,Female Age Specific Death Rate,45 - 49 Years,1.8
1996,Female Age Specific Death Rate,50 - 54 Years,3.4
1996,Female Age Specific Death Rate,55 - 59 Years,5.5
1996,Female Age Specific Death Rate,60 - 64 Years,9.4
1996,Female Age Specific Death Rate,65 - 69 Years,16.5
1996,Female Age Specific Death Rate,70 - 74 Years,28.9
1996,Female Age Specific Death Rate,75 Years & Over,73.4
1996,Female Age Specific Death Rate,70 Years & Over,55.8
1996,Female Age Specific Death Rate,75 - 79 Years,47.8
1996,Female Age Specific Death Rate,80 - 84 Years,71.9
1996,Female Age Specific Death Rate,85 Years & Over,128.3
1996,Total Age Specific Death Rate,Under 1 Year,3.6
1996,Total Age Specific Death Rate,1  -  4 Years,0.3
1996,Total Age Specific Death Rate,5  -  9 Years,0.1
1996,Total Age Specific Death Rate,10 - 14 Years,0.2
1996,Total Age Specific Death Rate,15 - 19 Years,0.4
1996,Total Age Specific Death Rate,20 - 24 Years,0.5
1996,Total Age Specific Death Rate,25 - 29 Years,0.6
1996,Total Age Specific Death Rate,30 - 34 Years,0.6
1996,Total Age Specific Death Rate,35 - 39 Years,1
1996,Total Age Specific Death Rate,40 - 44 Years,1.5
1996,Total Age Specific Death Rate,45 - 49 Years,2.5
1996,Total Age Specific Death Rate,50 - 54 Years,4.7
1996,Total Age Specific Death Rate,55 - 59 Years,7.6
1996,Total Age Specific Death Rate,60 - 64 Years,13.6
1996,Total Age Specific Death Rate,65 - 69 Years,22.1
1996,Total Age Specific Death Rate,70 - 74 Years,35.6
1996,Total Age Specific Death Rate,75 Years & Over,81.6
1996,Total Age Specific Death Rate,70 Years & Over,62
1996,Total Age Specific Death Rate,75 - 79 Years,57.8
1996,Total Age Specific Death Rate,80 - 84 Years,84.5
1996,Total Age Specific Death Rate,85 Years & Over,132.8
1997,Male Age Specific Death Rate,Under 1 Year,4
1997,Male Age Specific Death Rate,1  -  4 Years,0.3
1997,Male Age Specific Death Rate,5  -  9 Years,0.2
1997,Male Age Specific Death Rate,10 - 14 Years,0.2
1997,Male Age Specific Death Rate,15 - 19 Years,0.4
1997,Male Age Specific Death Rate,20 - 24 Years,0.8
1997,Male Age Specific Death Rate,25 - 29 Years,0.6
1997,Male Age Specific Death Rate,30 - 34 Years,0.8
1997,Male Age Specific Death Rate,35 - 39 Years,1
1997,Male Age Specific Death Rate,40 - 44 Years,1.9
1997,Male Age Specific Death Rate,45 - 49 Years,2.6
1997,Male Age Specific Death Rate,50 - 54 Years,5.3
1997,Male Age Specific Death Rate,55 - 59 Years,9.2
1997,Male Age Specific Death Rate,60 - 64 Years,16.7
1997,Male Age Specific Death Rate,65 - 69 Years,27
1997,Male Age Specific Death Rate,70 - 74 Years,40.9
1997,Male Age Specific Death Rate,75 Years & Over,88.5
1997,Male Age Specific Death Rate,70 Years & Over,66
1997,Male Age Specific Death Rate,75 - 79 Years,67.4
1997,Male Age Specific Death Rate,80 - 84 Years,97.8
1997,Male Age Specific Death Rate,85 Years & Over,131.6
1997,Female Age Specific Death Rate,Under 1 Year,3.1
1997,Female Age Specific Death Rate,1  -  4 Years,0.1
1997,Female Age Specific Death Rate,5  -  9 Years,0.1
1997,Female Age Specific Death Rate,10 - 14 Years,0.1
1997,Female Age Specific Death Rate,15 - 19 Years,0.2
1997,Female Age Specific Death Rate,20 - 24 Years,0.3
1997,Female Age Specific Death Rate,25 - 29 Years,0.3
1997,Female Age Specific Death Rate,30 - 34 Years,0.5
1997,Female Age Specific Death Rate,35 - 39 Years,0.7
1997,Female Age Specific Death Rate,40 - 44 Years,1.1
1997,Female Age Specific Death Rate,45 - 49 Years,1.8
1997,Female Age Specific Death Rate,50 - 54 Years,3.2
1997,Female Age Specific Death Rate,55 - 59 Years,5.3
1997,Female Age Specific Death Rate,60 - 64 Years,9.3
1997,Female Age Specific Death Rate,65 - 69 Years,16.3
1997,Female Age Specific Death Rate,70 - 74 Years,26.3
1997,Female Age Specific Death Rate,75 Years & Over,71.8
1997,Female Age Specific Death Rate,70 Years & Over,53.4
1997,Female Age Specific Death Rate,75 - 79 Years,45.8
1997,Female Age Specific Death Rate,80 - 84 Years,73
1997,Female Age Specific Death Rate,85 Years & Over,121.3
1997,Total Age Specific Death Rate,Under 1 Year,3.6
1997,Total Age Specific Death Rate,1  -  4 Years,0.2
1997,Total Age Specific Death Rate,5  -  9 Years,0.1
1997,Total Age Specific Death Rate,10 - 14 Years,0.2
1997,Total Age Specific Death Rate,15 - 19 Years,0.3
1997,Total Age Specific Death Rate,20 - 24 Years,0.6
1997,Total Age Specific Death Rate,25 - 29 Years,0.5
1997,Total Age Specific Death Rate,30 - 34 Years,0.6
1997,Total Age Specific Death Rate,35 - 39 Years,0.9
1997,Total Age Specific Death Rate,40 - 44 Years,1.5
1997,Total Age Specific Death Rate,45 - 49 Years,2.2
1997,Total Age Specific Death Rate,50 - 54 Years,4.2
1997,Total Age Specific Death Rate,55 - 59 Years,7.2
1997,Total Age Specific Death Rate,60 - 64 Years,12.9
1997,Total Age Specific Death Rate,65 - 69 Years,21.4
1997,Total Age Specific Death Rate,70 - 74 Years,33.2
1997,Total Age Specific Death Rate,75 Years & Over,78.5
1997,Total Age Specific Death Rate,70 Years & Over,58.9
1997,Total Age Specific Death Rate,75 - 79 Years,55.1
1997,Total Age Specific Death Rate,80 - 84 Years,82.7
1997,Total Age Specific Death Rate,85 Years & Over,124.9
1998,Male Age Specific Death Rate,Under 1 Year,4.1
1998,Male Age Specific Death Rate,1  -  4 Years,0.3
1998,Male Age Specific Death Rate,5  -  9 Years,0.1
1998,Male Age Specific Death Rate,10 - 14 Years,0.2
1998,Male Age Specific Death Rate,15 - 19 Years,0.4
1998,Male Age Specific Death Rate,20 - 24 Years,0.6
1998,Male Age Specific Death Rate,25 - 29 Years,0.6
1998,Male Age Specific Death Rate,30 - 34 Years,0.8
1998,Male Age Specific Death Rate,35 - 39 Years,1.1
1998,Male Age Specific Death Rate,40 - 44 Years,1.7
1998,Male Age Specific Death Rate,45 - 49 Years,2.8
1998,Male Age Specific Death Rate,50 - 54 Years,4.9
1998,Male Age Specific Death Rate,55 - 59 Years,9.1
1998,Male Age Specific Death Rate,60 - 64 Years,16.2
1998,Male Age Specific Death Rate,65 - 69 Years,27.4
1998,Male Age Specific Death Rate,70 - 74 Years,41.8
1998,Male Age Specific Death Rate,75 Years & Over,89.7
1998,Male Age Specific Death Rate,70 Years & Over,66.6
